Name_ALMACAL,RA_ALMACAL,Dec_ALMACAL,Redshift,Spectrum,Provenance,Confidence,Name_IAU,RA_Optical,Dec_Optical,W1_mag,W2_mag,W3_mag,Separation
J1145+0455,176.3388132,4.9240802,1.33867,TRUE,SDSS,4,WISEA J114521.29+045,176.33871,4.92403,14.999,13.917,11.209,0
J2349-4932,357.3557468,-49.54070827,0.1639,TRUE,This work,4,PKS 2346-498,357.35608,-49.54033,13.489,12.731,10.035,1.56
J1709-3525,257.3277764,-35.42283369,,FALSE,,0,WISEA J170918.68-352,257.32796,-35.42272,11.171,10.955,8.683,0.66
J1512+0203,228.0655906,2.054716422,0.219851,TRUE,SDSS,4,PKS 1509+022,228.0656,2.05472,12.31,11.341,8.664,0.06
J0613+2604,93.45891319,26.07686665,0.58,TRUE,1989QSO...M...0000H,3,3C 154,93.45891,26.07687,12.171,11.025,8.396,0.06
J0118-2141,19.73859243,-21.69170558,1.161,TRUE,1989QSO...C......0H,2,[HB89] 0116-219,19.73859,-21.69171,12.921,11.769,8.999,0
J2349+0534,357.3377146,5.57774235,0.419,TRUE,2020ApJS..250...37L,4,WISEA J234921.05+053,357.33771,5.57772,13.44,12.375,9.34,0
J0441-5154,70.49282228,-51.91504702,,FALSE,,0,PKS 0440-520,70.49283,-51.91483,15.291,14.734,12.472,0.78
J0725-2640,111.3517215,-26.67574431,,FALSE,,0,WISEA J072524.40-264,111.35172,-26.67574,15.531,14.286,11.253,0.06
J1146-2447,176.5337638,-24.79247124,1.94,TRUE,1997MNRAS.284...85D,4,[HB89] 1143-245,176.53376,-24.79247,14.277,13.226,10.067,0.06
J0252+1718,43.03216131,17.31185788,,FALSE,,0,WISEA J025207.71+171,43.03216,17.31186,13.594,12.534,9.912,0
J2154+1727,328.6704186,17.46410926,1.02,FALSE,1993ApJS...87..451H,3,[HB89] 2152+172,328.67042,17.46411,14.022,12.701,9.971,0.06
J1326-5256,201.7051213,-52.93989813,,FALSE,,0,WISEA J132649.23-525,201.70513,-52.93989,13.069,11.951,9.036,0.06
J1513-1012,228.4370559,-10.20007354,1.513,TRUE,2010MNRAS.402.2441D,4,[HB89] 1511-100,228.43706,-10.20007,13.968,12.811,9.926,0
J0614-2536,93.57171181,-25.61486785,2.15,FALSE,2008ApJS..175...97H,3,WISEA J061417.19-253,93.57171,-25.61487,16.648,15.272,11.729,0
J0119+0829,19.75530887,8.498527556,0.5936,TRUE,1976ApJ...206L..79S,4,4C +08.06,19.75531,8.49853,14.186,13.534,10.68,0
J0442-0017,70.66108638,-0.295394575,0.847,TRUE,DESI,4,WISEA J044238.66-001,70.66108,-0.29539,13.358,12.283,8.938,0.06
J1146-2859,176.6091191,-28.98847354,0.45,FALSE,1983PASAu...5....2W,2,PKS 1143-287,176.60912,-28.98847,13.847,12.795,9.573,0.06
J1008-0933,152.18277,-9.55649,1.2255,TRUE,2017AJ....153..157T,4,WISEA J100843.85-093,152.18277,-9.55649,15.114,13.768,10.881,0
J0253-5441,43.371585,-54.6976211,0.539,FALSE,2000A&A...358...77W,3,[HB89] 0252-549,43.37159,-54.69762,12.875,11.712,8.697,0
J2156-0037,329.0614914,-0.617942914,,TRUE,DESI,7,FBQS J2156-0037,329.06149,-0.61794,13.799,12.698,9.692,0
J1514-4748,228.6667691,-47.80829376,1.551,TRUE,2011AJ....142..165T,4,WISEA J151440.02-474,228.66677,-47.80829,13.535,12.364,8.813,0.06
J1327+2210,201.7535888,22.18060079,1.398,TRUE,SDSS,4,B2 1324+22,201.75359,22.1806,13.744,12.565,9.685,0
J0920-2956,140.1799741,-29.94174834,0.465,FALSE,2008ApJS..175...97H,3,WISEA J092043.18-295,140.17996,-29.94175,12.636,11.636,9.457,0.06
J0616-1041,94.17419835,-10.68568189,,FALSE,,0,WISEA J061641.80-104,94.1742,-10.68568,14.895,13.676,10.745,0.06
J0449-0057,72.42877481,-0.956209058,0.487,TRUE,2002A&A...386...97J,4,PKS 0447-010,72.42877,-0.95621,14.433,13.421,10.405,0
J2353-3037,358.4477452,-30.63013972,,TRUE,2003A&A...399..469H,7,PKS 2351-309,358.44774,-30.63014,13.296,12.313,9.351,0
J1930-6056,292.5256671,-60.93588449,3.254,FALSE,2008ApJS..175...97H,3,PKS 1925-610,292.52567,-60.93588,15.632,14.95,12.079,0
J0730-1141,112.5796353,-11.68683349,1.591,FALSE,2002AJ....124..662Z,3,PKS 0727-11,112.57963,-11.68683,12.162,11.099,7.689,0.06
J1146+3958,176.742908,39.97619566,1.08872,TRUE,SDSS,4,B2 1144+40,176.74291,39.9762,12.483,11.382,8.547,0
J0257-1212,44.42085244,-12.20038356,1.391,TRUE,2012ApJ...748...49S,4,WISEA J025741.01-121,44.42085,-12.20038,14.525,13.276,10.357,0
J2158-1501,329.5261745,-15.0192579,0.672,TRUE,6dF:g2158063-150109,2,WISEA J215806.27-150,329.52617,-15.01925,12.802,11.716,8.938,0
J0242+1742,40.60111778,17.71634702,0.55,TRUE,2003ApJ...590..109S,2,WISEA J024224.26+174,40.60112,17.71635,14.566,13.497,10.595,0
J1329-5608,202.2547704,-56.13407377,,FALSE,,0,WISEA J132901.15-560,202.25471,-56.13406,12.323,11.201,8.395,0.18
J1514+0252,228.6447271,2.8801412,0.822101,TRUE,SDSS,4,WISEA J151434.72+025,228.64473,2.88014,14.56,13.706,11.063,0
J1933-6942,293.3798328,-69.71636511,1.479,TRUE,2011MNRAS.417.2651M,4,PKS 1928-698,293.38079,-69.71591,15.271,14.115,11.34,1.98
J0731-2224,112.8812849,-22.40579655,,FALSE,,0,WISEA J073131.50-222,112.88129,-22.4058,11.702,10.69,7.71,0.06
J1147-0724,176.9648085,-7.411428108,1.347,TRUE,DESI,4,[HB89] 1145-071 NED0,176.96481,-7.41143,14.13,13.041,10.177,0
J0259+0747,44.86281927,7.794345278,0.895,TRUE,1997MNRAS.284...85D,3,PKS 0256+075,44.86282,7.79435,13.959,12.909,9.871,0
J1008+0621,152.0034007,6.355893233,1.72,TRUE,SDSS,7,WISEA J100800.81+062,152.0034,6.35589,11.676,10.688,7.952,0
J1329+3154,202.4702704,31.90307069,,TRUE,DESI,7,WISEA J132952.86+315,202.47027,31.90307,14.588,13.429,10.124,0
J1516+0015,229.1675794,0.250530222,0.052589,TRUE,SDSS,4,CGCG 021-063,229.16758,0.25053,11.313,10.668,7.945,0
J0121+0422,20.48692374,4.373537325,0.636479,TRUE,SDSS,4,[HB89] 0119+041,20.48692,4.37354,14.38,13.198,10.382,0
J0629-1959,97.34900776,-19.98881211,,TRUE,2013ApJ...764..135S,7,PKS 0627-199,97.34901,-19.98881,12.7,11.456,8.45,0
J1716+2152,259.046628,21.87046323,0.361,TRUE,DESI,4,B2 1714+21,259.04663,21.87046,13.885,12.98,10.172,0
J0449+1121,72.28196294,11.35794345,,TRUE,2003AJ....125..572H,7,PKS 0446+11,72.28196,11.35794,13.272,12.096,8.897,0
J1123-6417,170.8308957,-64.29338834,,FALSE,,0,WISEA J112319.53-641,170.83117,-64.29325,13.094,12.877,10.136,0.66
J0731-2341,112.7777833,-23.69663075,,FALSE,,0,WISEA J073106.64-234,112.77768,-23.69675,14.12,13.105,10.199,0.06
J1147-3812,176.7557113,-38.20306209,1.048,TRUE,1989A&AS...80..103S,3,[HB89] 1144-379,176.75571,-38.20306,12.736,11.611,8.691,0.06
J1010-0200,152.7152778,-2.005437397,0.89,TRUE,2004MNRAS.349.1397C,4,4C -01.21 NED02,152.71528,-2.00544,12.992,11.684,10.213,0
J0301+0118,45.34836248,1.309998967,1.221,TRUE,2002A&A...386...97J,4,WISEA J030123.62+011,45.34836,1.31,15.117,13.951,11.223,0
J2200+1030,330.0330553,10.50219497,0.172,TRUE,2006ARep...50..255A,2,WISEA J220007.92+103,330.03305,10.50217,14.877,13.895,11.133,0.12
J1330-3122,202.5795169,-31.38309325,1.326,TRUE,1983PASA....5....2W,3,[HB89] 1327-311,202.57952,-31.38309,14.774,13.413,10.501,0.06
J1516+1932,229.2366508,19.53694222,1.41908,TRUE,SDSS,2,[HB89] 1514+197,229.23665,19.53694,12.538,11.474,8.531,0
J0121+1149,20.42331268,11.83067033,0.571281,TRUE,SDSS,4,PKS 0119+11,20.42331,11.83067,13.497,12.421,9.342,0
J0450-8101,72.52266752,-81.01728648,0.444,TRUE,1989A&AS...80..103S,4,PKS 0454-81,72.52267,-81.01729,12.704,11.622,9.22,0
J1937-3958,294.3175723,-39.96709812,0.97,TRUE,6dF:g1937162-395802,2,PKS 1933-400,294.31757,-39.9671,13.786,12.57,9.898,0
J0737-1534,114.3176444,-15.56829947,,FALSE,,0,WISEA J073716.23-153,114.31771,-15.56853,13.769,12.709,9.613,0.84
J0246-1236,41.74362415,-12.60855488,2.203,TRUE,DESI,4,[HB89] 0244-128,41.74362,-12.60855,14.478,13.46,10.529,0
J1147-6753,176.8891647,-67.89493602,0.21,TRUE,2009AJ....137..337S,4,PKS 1145-676,176.88923,-67.89493,12.262,11.328,8.664,0.06
J1011-0423,152.8759996,-4.391029833,1.588,TRUE,1998AJ....115.1253P,4,WISEA J101130.23-042,152.876,-4.39103,15.318,14.219,11.631,0.06
J2203-6130,330.9984863,-61.50611396,1.349,TRUE,This work,4,PKS 2200-617,330.99813,-61.50657,14.738,14.347,12.012,1.74
J1330+2509,202.6570421,25.15302182,1.055,TRUE,SDSS,4,WISEA J133037.67+250,202.65699,25.15294,14.35,13.268,10.442,0
J1517-2422,229.4242214,-24.37207669,0.048,TRUE,6dF:g1517418-242219,4,AP Lib,229.42422,-24.37208,10.103,9.208,6.497,0
J0122+2954,20.68929179,29.90351199,,TRUE,DESI,7,WISEA J012245.42+295,20.68929,29.90351,13.735,12.61,9.678,0.06
J0451-4653,72.97227195,-46.88885783,0.6016,TRUE,2013AJ....146...10T,4,PKS 0450-469,72.97229,-46.88871,15.447,14.456,11.718,0.54
J2357-5311,359.4719419,-53.18713596,1.006,FALSE,1984ApJ...286..498J,3,[HB89] 2355-534,359.47194,-53.18714,11.945,10.891,9.147,0
J1938+0448,294.6277898,4.803226208,,FALSE,,0,WISEA J193830.65+044,294.62773,4.80342,14.619,13.699,10.564,0.06
J0739+0137,114.8251412,1.617949389,0.18941,FALSE,2009ApJS..184..398H,4,[HB89] 0736+017,114.82514,1.61795,11.08,10.069,7.268,0.06
J1148-7819,177.1853208,-78.32599422,,FALSE,,0,WISEA J114844.44-781,177.18467,-78.326,14.37,13.924,11.613,0.48
J1012+0630,153.0556169,6.515888147,0.727102,TRUE,SDSS,4,WISEA J101213.35+063,153.05562,6.51589,13.164,12.206,9.529,0
J0449-3911,72.42606096,-39.18596409,1.2995,TRUE,2004MNRAS.355..747J,4,[HB89] 0448-392,72.42606,-39.18596,13.029,11.579,8.758,0
J0303-6211,45.96096403,-62.19043053,1.351,FALSE,2008ApJS..175...97H,3,PKS 0302-623,45.96096,-62.19043,13.476,12.258,9.083,0
J1331+3030,202.7845337,30.50915534,0.849888,TRUE,SDSS,4,3C 286,202.78453,30.50915,13.521,12.498,9.953,0
J1717-5155,259.3945494,-51.92553482,1.158,FALSE,2015Ap&SS.357...75M,3,WISEA J171734.65-515,259.39438,-51.92558,14.735,13.839,10.946,0.42
J1939-1525,294.861074,-15.42862736,1.657,FALSE,1984ApJ...286..498J,3,[HB89] 1936-155,294.86107,-15.42863,15.17,14.047,11.303,0.06
J0743-3803,115.9367522,-38.06566734,,FALSE,,0,WISEA J074344.81-380,115.93675,-38.06567,13.419,12.261,9.708,0
J1148+1840,177.1574027,18.66915773,,TRUE,SDSS,7,WISEA J114837.77+184,177.1574,18.66916,14.175,13.199,10.413,0
J1012+2312,153.0682906,23.20405833,0.749869,TRUE,SDSS,4,WISEA J101216.37+231,153.06829,23.20406,14.246,13.175,10.015,0
J1332-0509,203.0186028,-5.162029283,2.108,TRUE,DESI,4,PKS 1329-049,203.0186,-5.16203,13.268,11.988,8.542,0
J0004-1148,1.020479121,-11.81621826,,TRUE,6dF:g0004049-114858,7,WISEA J000404.91-114,1.02048,-11.81622,14.258,13.217,10.349,0
J0455-4615,73.96155215,-46.26629994,0.8528,TRUE,2004A&A...423..121S,4,[HB89] 0454-463,73.96155,-46.2663,13.112,11.943,9.109,0
J2358-4555,359.5089186,-45.9219051,0.444,FALSE,2008ApJS..175...97H,3,PKS 2355-461,359.50896,-45.92181,13.421,12.415,10.07,0.36
J1945-0153,296.3450865,-1.889397467,,FALSE,,0,WISEA J194522.81-015,296.34504,-1.88933,13.802,12.834,10.793,0.3
J1522-2730,230.6569833,-27.50299598,1.294,TRUE,2004A&A...418..813H,3,PKS 1519-273,230.65698,-27.503,13.935,12.909,9.847,0.06
J0743-5619,115.8353506,-56.32582268,2.319,FALSE,2008ApJS..175...97H,3,WISEA J074320.49-561,115.83542,-56.32617,14.895,13.93,10.713,1.2
J1150-0023,177.6827949,-0.398390306,0.647,TRUE,6dF:g1150439-002354,4,LBQS 1148-0007,177.68279,-0.39839,14.008,13.126,10.09,0
J0309-6058,47.48374647,-60.97751565,1.479,TRUE,2012ApJ...748...49S,4,PKS 0308-611,47.48375,-60.97752,13.85,12.719,9.073,0
J1522+3144,230.5416322,31.73732831,1.48877,TRUE,SDSS,4,B2 1520+31,230.54163,31.73733,15.081,13.86,11.065,0
J1332+0200,203.2219606,2.012694217,0.215818,TRUE,SDSS,4,3C 287.1,203.22196,2.01269,12.993,11.987,9.321,0.06
J0004+2019,1.148992917,20.32842159,0.677,TRUE,2003ApJ...590..109S,4,WISEA J000435.75+201,1.14899,20.32842,15.522,14.381,11.583,0
J1719+1745,259.8043687,17.75178811,0.137,FALSE,2005ApJ...626...95S,3,[HB89] 1717+178,259.80437,17.75179,12.282,11.182,8.481,0
J0457-2324,74.26324679,-23.41445,1.003,TRUE,1989A&AS...80..103S,4,PKS 0454-234,74.26325,-23.41445,12.427,11.297,8.181,0
J2358+1955,359.6920213,19.92230608,1.058,TRUE,DESI,4,[HB89] 2356+196,359.69202,19.92231,14.096,12.864,10.106,0.06
J1945-5520,296.3509534,-55.34689911,0.015,TRUE,6dF:g1945242-552049,4,NGC 6812,296.35092,-55.3468,9.955,9.905,8.153,0.36
J0745+1011,116.387748,10.18685897,2.624,TRUE,2003MNRAS.346.1021B,4,PKS 0742+10,116.38775,10.18686,17.529,17.118,11.515,0.06
J1150+2417,177.5800508,24.29828756,,FALSE,,0,FBQS J115019.2+24175,177.58005,24.29829,11.117,10.105,7.401,0
J2350+1106,357.5084623,11.11019628,0.921,FALSE,2008ApJS..175...97H,3,WISEA J235002.02+110,357.50846,11.1102,15.151,14.345,11.136,0.06
J0309+1029,47.2650979,10.48787251,0.862,TRUE,2005AJ....129..559,4,[HB89] 0306+102,47.2651,10.48787,12.422,11.291,8.146,0
J0006-0623,1.5578875,-6.393148611,0.347,TRUE,6dF:g0006139-062335,3,PKS 0003-066,1.55789,-6.39315,12.151,11.009,8.022,0
J2208-6325,332.1968401,-63.42985784,0.618,FALSE,1989QSO...M...0000H,3,[HB89] 2205-636,332.19718,-63.42977,14.477,13.524,10.435,0.6
J2358+3922,359.7493966,39.3745294,1.198,FALSE,1995AJ....109.1983V,3,B2 2356+39,359.7494,39.37453,14.767,13.633,10.488,0.06
J1946-5812,296.6242821,-58.21456022,,FALSE,,0,PKS 1942-583,296.62429,-58.21458,13.081,12.848,11.134,0.12
J0746-1555,116.5759835,-15.92631844,,FALSE,,0,WISEA J074618.22-155,116.57598,-15.92632,12.635,11.633,8.536,0.06
J1524-5903,231.2130117,-59.06103289,,FALSE,,0,WISEA J152451.10-590,231.213,-59.06097,13.549,12.695,9.253,0.24
J1333-2356,203.4121918,-23.94043894,0.756,TRUE,SSO_08,4,WISEA J133338.91-235,203.41214,-23.94022,14.701,13.55,10.914,0.84
J1152-0841,178.0717063,-8.684253881,2.364,TRUE,DESI,4,WISEA J115217.19-084,178.07171,-8.68425,14.254,13.075,9.676,0
J1015+1227,153.9334308,12.45196395,3.014,TRUE,SDSS,2,WISEA J101544.02+122,153.93343,12.45196,13.732,12.633,9.653,0
J0126-2222,21.56250694,-22.37600084,0.72,TRUE,1978MNRAS.185..149H,3,[HB89] 0123-226,21.56251,-22.376,13.877,12.844,10.201,0
J1333+2725,203.2812113,27.42177302,0.727597,TRUE,SDSS,4,WISEA J133307.50+272,203.28121,27.42177,13.628,12.691,10.189,0
J0011-1434,2.918566583,-14.56795292,1.443,TRUE,DESI,4,GALEXASC J001140.33-,2.91806,-14.56802,,,,0
J1722+2815,260.6756733,28.25002118,0.95143,TRUE,SDSS,4,B2 1720+28B,260.67567,28.25002,14.836,13.839,11.126,0
J0011-2612,2.75519475,-26.20927139,1.093,FALSE,1986MNRAS.218..331W,3,2MASS J00110114-2612,2.75476,-26.20858,,,,0
J2210+2013,332.7152186,20.22334856,1.23287,TRUE,SDSS,4,WISEA J221051.65+201,332.71522,20.22335,15.108,13.974,11.357,0.06
J0017-0512,4.399238396,-5.211601975,0.227,TRUE,2009ApJ...704..477S,4,GALEXASC J001735.81-,4.39922,-5.21132,,,,0
J1701-5621,255.4369088,-56.36552852,,FALSE,,0,WISEA J170144.55-562,255.43566,-56.36539,13.336,12.89,10.221,0
J0746+2734,116.668468,27.58306864,,TRUE,SDSS,6,WISEA J074640.43+273,116.66847,27.58307,14.899,13.777,10.687,0
J0029+0554,7.441234687,5.911309,1.314,TRUE,SDSS,4,CRATES J0029+0554 NE,7.4405,5.91103,,,,0
J0034-0054,8.683008188,-0.903621008,0.655239,TRUE,SDSS,4,2CXO J003443.8-00541,8.68289,-0.90395,,,,0.12
J1016+0513,154.0130686,5.217317036,1.701,TRUE,SDSS,4,WISEA J101603.12+051,154.01307,5.21732,15.381,14.318,10.655,0
J0038-2459,9.56139795,-24.98395424,0.498,TRUE,6dF:g0038147-245902,3,CRATES J003814.73-24,9.56137,-24.98397,,,,0
J0313+4120,48.25817556,41.33366201,0.134,TRUE,1996MNRAS.281..425M,4,B3 0309+411B,48.25818,41.33366,11.67,10.651,7.952,0.06
J1532-1319,233.1890614,-13.3194685,,FALSE,,0,WISEA J153245.36-131,233.18906,-13.31947,14.061,12.93,9.846,0
J1335-0511,203.9853198,-5.194905217,,TRUE,2003A&A...399..469H,7,WISEA J133556.47-051,203.98532,-5.19491,15.786,14.502,11.629,0
J0040-3243,10.07308626,-32.72439584,,FALSE,,0,GALEXASC J004017.48-,10.07287,-32.72492,,,,0
J0040+0125,10.05635596,1.429541322,0.22632,TRUE,SDSS,4,WHL J004013.5+012546,10.05634,1.42954,,,,0
J1130+3815,172.7220109,38.25515193,1.74,TRUE,SDSS,4,B2 1128+38,172.72201,38.25515,14.394,13.102,10.234,0
J0049-5738,12.49780441,-57.64092777,1.797,TRUE,1976ApJ...207L...5P,4,[HB89] 0047-579,12.4978,-57.64093,,,,0
J2212+0646,333.2118304,6.769094756,1.12,TRUE,2004AstL...30..915A,4,WISEA J221250.84+064,333.21183,6.76909,14.383,13.284,10.51,0.06
J1925-3401,291.3209177,-34.01709309,1.523,FALSE,2008ApJS..175...97H,3,PKS 1921-341,291.32092,-34.01709,14.597,13.395,10.777,0
J0051-4226,12.789591,,1.749,FALSE,1988ApJ...327..561W,3,,,,,,,
J1951-0509,297.9477853,-5.162211656,1.083,FALSE,2008ApJS..175...97H,3,WISEA J195147.47-050,297.94779,-5.16221,15.42,14.243,10.937,0.06
J0747-3310,116.8320136,-33.17971443,,FALSE,,0,PKS 0745-330,116.83201,-33.17971,12.19,11.082,8.388,0.06
J0057+3021,14.45368057,30.35244779,0.0164,TRUE,DESI,4,GALEXASC J005748.77+,14.45324,30.35225,,,,0.06
J1155-8101,178.9420832,-81.021723,1.395,TRUE,2012ApJ...748...49S,3,PKS 1153-807,178.94011,-81.02175,15.962,14.848,11.983,1.14
J2356-6820,359.0028393,-68.33429773,2.751,FALSE,2008ApJS..175...97H,3,[HB89] 2353-685,359.00284,-68.3343,13.92,13.001,9.735,0
J0059+0006,14.7729789,0.1143392,0.719059,TRUE,SDSS,4,[HJB2016] J005905.5+,14.77273,0.11411,,,,0
J1532+2344,233.193105,23.73479667,0.823523,TRUE,SDSS,4,WISEA J153246.35+234,233.19311,23.7348,15.021,14.008,11.07,0
J1336-0829,204.0344159,-8.497721839,0.023,TRUE,6dF:g1336083-082952,4,NGC 5232,204.03442,-8.49772,9.936,9.73,6.933,0
J1728+0427,262.1039697,4.45136495,0.293,TRUE,1994ApJS...90....1E,4,[HB89] 1725+044,262.10397,4.45136,12.258,11.245,8.476,0
